
=== open /dev/ttyUSB0 9600 8N1 at 2026-07-27T11:41:57.406272704+02:00
       0.065 CFG   read timeout 500ms
   37701.984 RX    1D 81 4F 03 6B 00
   37722.560 RX    30 0C B2 00 00
   37742.973 RX    00
   37743.030 TX    7D
   37753.230 RX    7D 7D
   37773.637 RX    21 40 0A FF 91
   37783.850 RX    00 58 FF FF 01
   37804.296 RX    00 89 64 00 00
   37814.506 RX    29 FF 00 30
   37834.890 RX    80 7C 95 00 26 00 26 00
   37855.265 RX    26 00 26 00 00 00
   37855.333 TX    80
   37865.643 RX    80 80
   37886.055 RX    1C 00 00 86 71 72
   37896.249 RX    FF 65 78 25 00
   37916.646 RX    80 01 00 00
   37926.858 RX    00 1D 81 4F 03 6B
   37947.245 RX    00 30 0C B2 00 00
   37967.677 RX    00
   37967.750 TX    7D
   37978.055 RX    7D 7D
   37998.505 RX    21 40 0A FF 91
   38008.729 RX    00 58 FF FF
   38029.162 RX    01 00 89 64 00
   38039.341 RX    00 29 FF 00 30
   38059.908 RX    80 7C 95 00 26 00 26
   38070.161 RX    00 26 00 26 00 00 00
   38070.211 TX    80
   38090.579 RX    80 80 1C 00 00
   38110.982 RX    86 71 72 FF 65
   38121.187 RX    78 25 00 80 01
   38141.558 RX    00 00 00 1D 81
   38152.657 RX    4F 03 6B 00 30 0C
   38173.018 RX    B2 00 00 00
   38173.090 TX    7D
   38183.426 RX    7D 7D
   38203.829 RX    21 40 0A FF 91
   38214.046 RX    00 58 FF FF 01
   38234.445 RX    00 89 64 00 00
   38254.829 RX    29 FF 00 30
   38265.056 RX    80 7C 95 00 26 00 26 00
   38285.477 RX    26 00 26 00 00 00
   38285.522 TX    80
   38295.709 RX    80 80 1C
   38316.060 RX    00 00 86 71 72 FF
   38326.279 RX    65 78 25 00 80
   38346.724 RX    01 00 00 00
   38367.115 RX    1D 81 4F 03 6B 00
   38377.340 RX    30 0C B2 00 00 00
   38377.378 TX    7D
   38397.737 RX    7D 7D 21 40
   38407.949 RX    0A FF 91 00 58
   38428.314 RX    FF FF 01 00
   38438.532 RX    89 64 00 00 29
   38458.922 RX    FF 00 30 80 7C 95
   38479.325 RX    00 26 00 26 00 26 00 26
   38489.526 RX    00 00 00
   38489.565 TX    80
   38509.931 RX    80 80 1C
   38520.186 RX    00 00 86 71 72 FF
   38540.565 RX    65 78 25 00 80
   38550.763 RX    01 00 00 00 1D
   38571.139 RX    81 4F 03 6B 00 30
   38591.500 RX    0C B2 00 00 00
   38591.537 TX    7D
   38601.736 RX    7D 7D
   38622.122 RX    21 40 0A FF 91
   38632.315 RX    00 58 FF FF 01
   38652.984 RX    00 89 64 00 00
   38663.177 RX    29 FF 00 30 80
   38683.546 RX    7C 95 00 26 00 26 00
   38693.736 RX    26 00 26 00 00 00
   38693.786 TX    80
   38714.197 RX    80 80 1C 00 00 86
   38734.581 RX    71 72 FF 65 78
   38744.806 RX    25 00 80 01 00
   38765.216 RX    00 00 1D 81
   38775.417 RX    4F 03 6B 00 30 0C B2
   38795.832 RX    00 00 00
   38795.879 TX    7D
   38806.057 RX    7D 7D 21
   38826.451 RX    40 0A FF 91 00
   38847.171 RX    58 FF FF 01 00
   38857.516 RX    89 64 00 00
   38877.933 RX    29 FF 00 30 80
   38888.187 RX    7C 95 00 26 00 26 00 26 00
   38908.705 RX    26 00 00 00
   38908.767 TX    80
   38918.932 RX    80 80 1C
   38939.355 RX    00 00 86 71 72
   38949.550 RX    FF 65 78 25 00
   38969.940 RX    80 01 00 00 00
   38990.451 RX    1D 81 4F 03 6B 00
   39000.676 RX    30 0C B2 00 00 00
   39000.729 TX    7D
   39021.164 RX    7D 7D 21
   39031.423 RX    40 0A FF 91 00
   39051.801 RX    58 FF FF 01 00
   39062.245 RX    89 64 00 00 29
   39082.932 RX    FF 00 30 80 7C
   39103.400 RX    95 00 26 00 26 00 26 00
   39113.591 RX    26 00 00 00
   39113.641 TX    80
   39134.230 RX    80 80 1C 00 00
   39145.055 RX    86 71 72 FF 65
   39166.213 RX    78 25 00 80 01
   39176.408 RX    00 00 00 1D 81
   39196.770 RX    4F 03 6B 00 30
   39206.943 RX    0C B2 00 00 00
   39206.994 TX    7D
   39227.326 RX    7D 7D 21 40
   39237.507 RX    0A FF 91 00 58
   39257.856 RX    FF FF 01 00 89
   39278.235 RX    64 00 00 29
   39288.440 RX    FF 00 30 80 7C 95
   39308.791 RX    00 26 00 26 00 26 00 26 00
   39318.985 RX    00 00
   39319.032 TX    80
   39339.369 RX    80 80 1C 00 00 86
   39349.578 RX    71 72 FF 65
   39369.990 RX    78 25 00 80 01
   39390.379 RX    00 00 00 1D 81
   39400.555 RX    4F 03 6B 00 30 0C
   39420.915 RX    B2 00 00 00
   39420.968 TX    7D
   39431.139 RX    7D 7D
   39451.491 RX    21 40 0A FF 91
   39461.695 RX    00 58 FF FF 01
   39482.059 RX    00 89 64 00 00
   39502.415 RX    29 FF 00 30 80
   39512.615 RX    7C 95 00 26 00 26 00 26
   39532.980 RX    00 26 00 00 00
   39533.022 TX    80
   39543.204 RX    80 80
   39563.572 RX    1C 00 00 86 71 72
   39573.750 RX    FF 65 78 25 00
   39594.109 RX    80 01 00 00 00
   39614.466 RX    1D 81 4F 03 6B
   39624.627 RX    00 30 0C B2 00 00
   39644.973 RX    00
   39645.030 TX    7D
   39655.097 RX    7D 7D 21
   39675.570 RX    40 0A FF 91 00
   39685.749 RX    58 FF FF 01 00
   39706.102 RX    89 64 00 00
   39726.420 RX    29 FF 00 30 80
   39736.557 RX    7C 95 00 26 00 26 00 26 00
   39756.837 RX    26 00 00 00
   39756.876 TX    80
   39767.007 RX    80 80 1C
   39787.288 RX    00 00 86 71 72 FF
   39797.422 RX    65 78 25 00
   39817.679 RX    80 01 00 00 00
   39837.944 RX    1D 81 4F 03 6B 00
   39848.077 RX    30 0C B2 00 00 00
   39848.118 TX    7D
   39868.417 RX    7D 7D 21 40
   39878.637 RX    0A FF 91 00
   39898.975 RX    58 FF FF 01 00
   39909.226 RX    89 64 00 00 29
   39929.776 RX    FF 00 30 80 7C
   39950.144 RX    95 00 26 00 26 00 26 00 26
   39960.301 RX    00 00 00
   39960.338 TX    80
   39980.642 RX    80 80 1C 00 00
   39990.827 RX    86 71 72 FF 65
   40011.190 RX    78 25 00 80 01
   40021.374 RX    00 00 00 1D 81
   40041.729 RX    4F 03 6B 00 30
   40062.048 RX    0C B2 00 00 00
   40062.120 TX    7D
   40072.309 RX    7D 7D
   40092.728 RX    21 40 0A FF 91
   40102.934 RX    00 58 FF FF 01
   40123.310 RX    00 89 64 00 00
   40133.490 RX    29 FF 00 30
   40153.844 RX    80 7C 95 00 26 00 26 00
   40174.383 RX    26 00 26 00 00 00
   40174.447 TX    80
   40184.610 RX    80 80
   40204.943 RX    1C 00 00 86 71 72
   40215.113 RX    FF 65 78 25 00
   40235.482 RX    80 01 00 00
   40245.665 RX    00 1D 81 4F 03 6B
   40266.017 RX    00 30 0C B2 00 00
   40286.374 RX    00
   40286.409 TX    7D
   40296.577 RX    7D 7D 21
   40316.935 RX    40 0A FF 91
   40327.102 RX    00 58 FF FF 01
   40347.454 RX    00 89 64 00 00
   40357.630 RX    29 FF 00 30 80
   40377.998 RX    7C 95 00 26 00 26 00 26
   40398.371 RX    00 26 00 00 00
   40398.422 TX    80
   40408.512 RX    80 80
   40428.933 RX    1C 00 00 86 71 72
   40439.113 RX    FF 65 78 25 00
   40459.475 RX    80 01 00 00 00
   40469.690 RX    1D 81 4F 03 6B 00
   40490.063 RX    30 0C B2 00 00
   40510.425 RX    00
   40510.515 TX    7D
   40520.840 RX    7D 7D
   40541.202 RX    21 40 0A FF 91
   40551.367 RX    00 58 FF FF 01
   40571.733 RX    00 89 64 00 00
   40581.916 RX    29 FF 00 30
   40602.492 RX    80 7C 95 00 26 00 26 00
   40613.147 RX    26 00 26 00 00 00
   40613.227 TX    80
   40633.666 RX    80 80 1C 00 00 86
   40654.417 RX    71 72 FF 65 78
   40664.553 RX    25 00 80 01
   40684.975 RX    00 00 00 1D 81
   40695.198 RX    4F 03 6B 00 30 0C B2
   40715.652 RX    00 00 00
   40715.738 TX    7D
   40726.056 RX    7D 7D 21
   40746.502 RX    40 0A FF 91
   40766.878 RX    00 58 FF FF 01
   40777.066 RX    00 89 64 00 00
   40797.439 RX    29 FF 00 30 80
   40807.624 RX    7C 95 00 26 00 26 00 26
   40828.022 RX    00 26 00 00 00
   40828.072 TX    80
   40838.243 RX    80 80
   40858.616 RX    1C 00 00 86 71 72
   40878.985 RX    FF 65 78 25 00
   40889.171 RX    80 01 00 00 00
   40909.482 RX    1D 81 4F 03 6B 00
   40919.664 RX    30 0C B2 00 00
   40940.025 RX    00
   40940.066 TX    7D
   40950.240 RX    7D 7D 21
   40970.608 RX    40 0A FF 91 00
   40991.006 RX    58 FF FF 01 00
   41001.241 RX    89 64 00 00 29
   41021.667 RX    FF 00 30 80
   41031.871 RX    7C 95 00 26 00 26 00 26 00
   41052.240 RX    26 00 00 00
   41052.301 TX    80
   41062.470 RX    80 80 1C
   41082.883 RX    00 00 86 71 72 FF
   41093.070 RX    65 78 25 00 80
   41113.437 RX    01 00 00 00
   41133.806 RX    1D 81 4F 03 6B 00
   41143.999 RX    30 0C B2 00 00 00
   41144.040 TX    7D
   41165.050 RX    7D 7D 21 40
   41175.246 RX    0A FF 91 00 58
   41195.608 RX    FF FF 01 00
   41205.798 RX    89 64 00 00 29
   41226.179 RX    FF 00 30 80 7C 95
   41246.553 RX    00 26 00 26 00 26 00 26 00
   41256.733 RX    00 00
   41256.776 TX    80
   41277.107 RX    80 80 1C
   41287.440 RX    00 00 86 71 72 FF
   41307.921 RX    65 78 25 00 80
   41318.110 RX    01 00 00 00 1D
   41338.473 RX    81 4F 03 6B 00 30
   41358.818 RX    0C B2 00 00 00
   41358.854 TX    7D
   41369.030 RX    7D 7D
   41389.373 RX    21 40 0A FF 91
   41399.555 RX    00 58 FF FF 01
   41419.908 RX    00 89 64 00 00
   41430.088 RX    29 FF 00 30 80
   41450.469 RX    7C 95 00 26 00 26 00
   41470.949 RX    26 00 26 00 00 00
   41470.988 TX    80
   41481.191 RX    80 80
   41501.654 RX    1C 00 00 86 71 72
   41511.872 RX    FF 65 78 25 00
   41532.310 RX    80 01 00 00
   41542.655 RX    00 1D 81 4F 03 6B
   41563.044 RX    00 30 0C B2 00 00
   41573.270 RX    00
   41573.320 TX    7D
   41593.821 RX    7D 7D 21 40 0A
   41614.179 RX    FF 91 00 58 FF
   41624.398 RX    FF 01 00 89
   41644.764 RX    64 00 00 29 FF
   41654.943 RX    00 30 80 7C 95 00
   41675.717 RX    26 00 26 00 26 00 26 00 00
   41685.938 RX    00
   41685.979 TX    80
   41706.418 RX    80 80 1C 00 00
   41726.834 RX    86 71 72 FF 65
   41737.025 RX    78 24 00 80 01
   41757.411 RX    00 00 00 1D 81
   41767.595 RX    4F 03 6B 00 30 0C
   41787.996 RX    B2 00 00 00
   41788.059 TX    7D
   41798.260 RX    7D 7D
   41818.621 RX    21 40 0A FF 91
   41828.839 RX    00 58 FF FF 01
   41849.198 RX    00 89 64 00 00
   41869.548 RX    29 FF 00 30 80
   41879.726 RX    7C 95 00 26 00 26 00
   41900.104 RX    26 00 26 00 00 00
   41900.154 TX    80
   41910.322 RX    80 80 1C
   41930.704 RX    00 00 86 71 72 FF
   41940.891 RX    65 78 25 00 80
   41961.272 RX    01 00 00 00
   41981.632 RX    1D 81 4F 03 6B 00
   41991.812 RX    30 0C B2 00 00 00
   41991.857 TX    7D
   42012.199 RX    7D 7D 21 40
   42022.385 RX    0A FF 91 00 58
   42042.770 RX    FF FF 01 00 89
   42052.948 RX    64 00 00 29
   42073.330 RX    FF 00 30 80 7C 95
   42093.880 RX    00 26 00 26 00 26 00 26 00
   42104.083 RX    00 00
   42104.137 TX    80
   42124.529 RX    80 80 1C 00
   42134.722 RX    00 86 71 72 FF
   42155.151 RX    65 78 25 00 80
   42165.409 RX    01 00 00 00 1D
   42186.680 RX    81 4F 03 6B 00 30
   42196.984 RX    0C B2 00 00 00
   42197.036 TX    7D
   42217.631 RX    7D 7D 21 40
   42238.109 RX    0A FF 91 00 58
   42248.335 RX    FF FF 01 00 89
   42268.734 RX    64 00 00 29 FF
   42278.961 RX    00 30 80 7C 95 00
   42299.432 RX    26 00 26 00 26 00 26 00
   42309.669 RX    00 00
   42309.834 TX    80
   42330.389 RX    80 80 1C 00 00
   42340.577 RX    86 71 72 FF 65
   42361.036 RX    78 25 00 80 01
   42381.486 RX    00 00 00 1D
   42391.707 RX    81 4F 03 6B 00 30
   42412.112 RX    0C B2 00 00 00
   42412.163 TX    7D
   42422.337 RX    7D 7D 21
   42442.740 RX    40 0A FF 91 00
   42452.969 RX    58 FF FF 01 00
   42473.397 RX    89 64 00 00
   42493.790 RX    29 FF 00 30 80
   42504.063 RX    7C 95 00 26 00 26 00 26 00
   42524.500 RX    26 00 00 00
   42524.552 TX    80
   42534.840 RX    80 80 1C
   42555.462 RX    00 00 86 71 72
   42565.675 RX    FF 65 78 25 00
   42586.029 RX    80 01 00 00 00
   42606.408 RX    1D 81 4F 03 6B 00
   42616.611 RX    30 0C B2 00 00 00
   42616.667 TX    7D
   42637.032 RX    7D 7D 21 40
   42647.247 RX    0A FF 91 00
   42667.671 RX    58 FF FF 01 00
   42677.870 RX    89 64 00 00 29
   42698.475 RX    FF 00 30 80 7C
   42708.682 RX    95 00 26 00 26 00 26 00 26
   42729.116 RX    00 00 00
   42729.218 TX    80
   42749.715 RX    80 80 1C
   42759.949 RX    00 00 86 71 72 FF
   42780.392 RX    65 78 25 00 80
   42790.606 RX    01 00 00 00 1D
   42811.074 RX    81 4F 03 6B 00
   42821.322 RX    30 0C B2 00 00 00
   42821.375 TX    7D
   42841.746 RX    7D 7D 21 40 0A
   42862.138 RX    FF 91 00 58 FF
   42872.318 RX    FF 01 00 89 64
   42892.803 RX    00 00 29 FF
   42903.018 RX    00 30 80 7C 95 00
   42923.416 RX    26 00 26 00 26 00 26 00 00
   42933.622 RX    00
   42933.673 TX    80
   42954.184 RX    80 80 1C 00 00 86
   42964.376 RX    71 72 FF 65 78
   42984.748 RX    25 00 80 01
   43005.151 RX    00 00 00 1D 81
   43015.345 RX    4F 03 6B 00 30 0C B2
   43035.886 RX    00 00 00
   43035.949 TX    7D
   43046.310 RX    7D 7D 21
   43066.745 RX    40 0A FF 91
   43077.000 RX    00 58 FF FF 01
   43097.428 RX    00 89 64 00 00
   43117.835 RX    29 FF 00 30 80
   43128.060 RX    7C 95 00 26 00 26 00 26
   43148.462 RX    00 26 00 00 00
   43148.517 TX    80
   43158.855 RX    80 80
   43179.262 RX    1C 00 00 86 71 72
   43190.369 RX    FF 65 78 25 00
   43210.717 RX    80 01 00 00 00
   43220.885 RX    1D 81 4F 03 6B 00
   43241.238 RX    30 0C B2 00 00
   43261.532 RX    00
   43261.577 TX    7D
   43271.682 RX    7D 7D
   43292.134 RX    21 40 0A FF 91
   43302.316 RX    00 58 FF FF 01
   43322.671 RX    00 89 64 00 00
   43332.884 RX    29 FF 00 30
   43353.229 RX    80 7C 95 00 26 00 26 00
   43373.632 RX    26 00 26 00 00 00
   43373.685 TX    80
   43383.869 RX    80 80
   43404.246 RX    1C 00 00 86 71 72
   43414.478 RX    FF 65 78 25
   43434.897 RX    00 80 01 00 00
   43445.116 RX    00 1D 81 4F 03 6B
   43465.478 RX    00 30 0C B2 00 00
   43485.886 RX    00
   43485.938 TX    7D
   43496.161 RX    7D 7D
   43516.517 RX    21 40 0A FF
   43526.753 RX    91 00 58 FF FF
   43547.146 RX    01 00 89 64 00
   43557.320 RX    00 29 FF 00 30
   43577.711 RX    80 7C 95 00 26 00 26
   43598.118 RX    00 26 00 26 00 00 00
   43598.164 TX    80
   43608.379 RX    80 80
   43628.786 RX    1C 00 00 86 71 72
   43638.996 RX    FF 65 78 25 00
   43659.761 RX    80 01 00 00 00
   43669.974 RX    1D 81 4F 03 6B 00
   43690.882 RX    30 0C B2 00 00
   43701.127 RX    00
   43701.180 TX    7D
   43721.498 RX    7D 7D 21 40 0A
   43741.850 RX    FF 91 00 58 FF
   43752.048 RX    FF 01 00 89 64
   43772.426 RX    00 00 29 FF 00
   43782.622 RX    30 80 7C 95 00
   43802.951 RX    26 00 26 00 26 00 26 00 00
   43813.121 RX    00
   43813.166 TX    80
   43833.547 RX    80 80 1C 00 00 86
   43853.884 RX    71 72 FF 65 78
   43864.070 RX    25 00 80 01
   43884.442 RX    00 00 00 1D 81
   43894.650 RX    4F 03 6B 00 30 0C B2
   43914.998 RX    00 00 00
   43915.037 TX    7D
   43925.210 RX    7D 7D 21
   43945.547 RX    40 0A FF 91 00
   43965.888 RX    58 FF FF 01
   43976.072 RX    00 89 64 00 00
   43996.419 RX    29 FF 00 30 80
   44006.596 RX    7C 95 00 26 00 26 00 26 00
   44026.968 RX    26 00 00 00
   44027.005 TX    80
   44037.176 RX    80 80
   44057.535 RX    1C 00 00 86 71 72
   44077.865 RX    FF 65 78 25 00
   44088.124 RX    80 01 00 00 00
   44108.482 RX    1D 81 4F 03 6B 00
   44118.653 RX    30 0C B2 00 00
   44139.009 RX    00
   44139.052 TX    7D
   44149.223 RX    7D 7D 21
   44169.565 RX    40 0A FF 91 00
   44189.923 RX    58 FF FF 01 00
   44200.346 RX    89 64 00 00 29
   44220.733 RX    FF 00 30 80
   44230.909 RX    7C 95 00 26 00 26 00 26 00
   44251.266 RX    26 00 00 00
   44251.334 TX    80
   44261.507 RX    80 80 1C
   44281.866 RX    00 00 86 71 72 FF
   44292.168 RX    65 78 25 00 80
   44312.982 RX    01 00 00 00
   44333.527 RX    1D 81 4F 03 6B 00
   44343.852 RX    30 0C B2 00 00 00
   44343.938 TX    7D
   44364.625 RX    7D 7D 21 40
   44374.872 RX    0A FF 91 00 58
   44395.375 RX    FF FF 01 00
   44405.616 RX    89 64 00 00 29
   44426.047 RX    FF 00 30 80 7C 95
   44436.339 RX    00 26 00 26 00 26 00 26
   44456.785 RX    00 00 00
   44456.833 TX    80
   44477.251 RX    80 80 1C
   44487.474 RX    00 00 86 71 72 FF
   44507.946 RX    65 78 25 00 80
   44518.127 RX    01 00 00 00 1D
   44538.477 RX    81 4F 03 6B 00 30
   44548.641 RX    0C B2 00 00 00
   44548.690 TX    7D
   44568.988 RX    7D 7D 21 40
   44589.297 RX    0A FF 91 00 58
   44599.480 RX    FF FF 01 00 89
   44619.894 RX    64 00 00 29 FF
   44630.081 RX    00 30 80 7C 95
   44650.441 RX    00 26 00 26 00 26 00 26 00
   44660.621 RX    00 00
   44660.666 TX    80
   44680.979 RX    80 80 1C 00 00 86
   44702.007 RX    71 72 FF 65 78
   44712.183 RX    25 00 80 01 00
   44732.525 RX    00 00 1D 81
   44742.699 RX    4F 03 6B 00 30 0C B2
   44763.038 RX    00 00 00
   44763.080 TX    7D
   44773.248 RX    7D 7D 21
   44793.672 RX    40 0A FF 91 00
   44803.950 RX    58 FF FF 01
   44824.520 RX    00 89 64 00 00
   44844.869 RX    29 FF 00 30 80
   44855.062 RX    7C 95 00 26 00 26 00 26 00
   44875.420 RX    26 00 00 00
   44875.465 TX    80
   44885.613 RX    80 80 1C
   44905.934 RX    00 00 86 71 72
   44916.098 RX    FF 65 78 25 00
   44936.370 RX    80 01 00 00 00
   44956.811 RX    1D 81 4F 03 6B 00
   44967.118 RX    30 0C B2 00 00 00
   44967.172 TX    7D
   44987.705 RX    7D 7D 21 40
   44997.894 RX    0A FF 91 00 58
   45018.247 RX    FF FF 01 00 89
   45028.422 RX    64 00 00 29 FF
   45048.764 RX    00 30 80 7C 95 00
   45069.115 RX    26 00 26 00 26 00 26 00
   45079.308 RX    00 00
   45079.366 TX    80
   45099.687 RX    80 80 1C 00 00
   45109.876 RX    86 71 72 FF 65
   45130.224 RX    78 25 00 80 01
   45140.399 RX    00 00 00 1D 81
   45160.741 RX    4F 03 6B 00 30
   45181.094 RX    0C B2 00 00 00
   45181.129 TX    7D
   45191.302 RX    7D 7D
   45212.043 RX    21 40 0A FF 91
   45222.239 RX    00 58 FF FF 01
   45242.594 RX    00 89 64 00
   45252.773 RX    00 29 FF 00 30
   45273.252 RX    80 7C 95 00 26 00 26 00
   45293.576 RX    26 00 26 00 00 00
   45293.617 TX    80
   45303.773 RX    80 80
   45324.102 RX    1C 00 00 86 71 72
   45334.270 RX    FF 65 78 25
   45354.597 RX    00 80 01 00 00
   45364.753 RX    00 1D 81 4F 03 6B
   45385.129 RX    00 30 0C B2 00 00
   45405.470 RX    00
   45405.507 TX    7D
   45415.670 RX    7D 7D
   45436.054 RX    21 40 0A FF 91
   45446.210 RX    00 58 FF FF 01
   45466.533 RX    00 89 64 00 00
   45476.688 RX    29 FF 00 30 80
   45496.999 RX    7C 95 00 26 00 26 00
   45517.302 RX    26 00 26 00 00 00
   45517.352 TX    80
   45527.507 RX    80 80
   45547.850 RX    1C 00 00 86 71 72
   45558.024 RX    FF 65 78 25 00
   45578.445 RX    80 01 00 00 00
   45588.627 RX    1D 81 4F 03 6B
   45608.987 RX    00 30 0C B2 00 00
   45629.318 RX    00
   45629.365 TX    7D
   45639.540 RX    7D 7D
   45660.046 RX    21 40 0A FF 91
   45670.355 RX    00 58 FF FF 01
   45690.807 RX    00 89 64 00
   45700.997 RX    00 29 FF 00 30
   45722.011 RX    80 7C 95 00 26 00 26 00
   45732.205 RX    26 00 26 00 00 00
   45732.255 TX    80
   45752.579 RX    80 80 1C 00 00 86
   45772.969 RX    71 72 FF 65
   45783.163 RX    78 25 00 80 01
   45803.987 RX    00 00 00 1D 81
   45814.519 RX    4F 03 6B 00 30 0C B2
   45834.980 RX    00 00 00
   45835.032 TX    7D
   45845.216 RX    7D 7D 21
   45865.629 RX    40 0A FF 91
   45875.851 RX    00 58 FF FF 01
   45896.265 RX    00 89 64 00 00
   45916.717 RX    29 FF 00 30 80
   45926.946 RX    7C 95 00 26 00 26 00 26
   45947.414 RX    00 26 00 00 00
   45947.465 TX    80
   45957.646 RX    80 80
   45978.062 RX    1C 00 00 86 71 72
   45988.271 RX    FF 65 78 25 00
   46008.662 RX    80 01 00 00 00
   46029.053 RX    1D 81 4F 03 6B
   46039.254 RX    00 30 0C B2 00 00
   46059.616 RX    00
   46059.662 TX    7D
   46069.827 RX    7D 7D
   46090.500 RX    21 40 0A FF 91
   46100.868 RX    00 58 FF FF 01
   46121.247 RX    00 89 64 00 00
   46141.602 RX    29 FF 00 30
   46151.790 RX    80 7C 95 00 26 00 26 00
   46172.156 RX    26 00 26 00 00 00
   46172.203 TX    80
   46182.380 RX    80 80 1C
   46202.756 RX    00 00 86 71 72 FF
   46213.167 RX    65 78 25 00
   46233.508 RX    80 01 00 00 00
   46243.713 RX    1D 81 4F 03 6B 00
   46264.099 RX    30 0C B2 00 00 00
   46264.170 TX    7D
   46284.638 RX    7D 7D 21 40
   46294.821 RX    0A FF 91 00
   46315.170 RX    58 FF FF 01 00
   46325.309 RX    89 64 00 00 29
   46345.635 RX    FF 00 30 80 7C 95
   46355.813 RX    00 26 00 26 00 26 00 26
   46376.153 RX    00 00 00
   46376.197 TX    80
   46396.541 RX    80 80 1C
   46406.866 RX    00 00 86 71 72 FF
   46427.219 RX    65 78 25 00 80
   46437.406 RX    01 00 00 00 1D
   46457.765 RX    81 4F 03 6B 00
   46467.950 RX    30 0C B2 00 00 00
   46467.992 TX    7D
   46488.324 RX    7D 7D 21 40 0A
   46508.681 RX    FF 91 00 58 FF
   46518.867 RX    FF 01 00 89 64
   46539.229 RX    00 00 29 FF 00
   46549.413 RX    30 80 7C 95 00
   46569.768 RX    26 00 26 00 26 00 26 00 00
   46579.951 RX    00
   46579.994 TX    80
   46600.310 RX    80 80 1C 00 00 86
   46620.654 RX    71 72 FF 65 78
   46630.829 RX    25 00 80 01
   46651.185 RX    00 00 00 1D 81
   46661.373 RX    4F 03 6B 00 30 0C B2
   46681.712 RX    00 00 00
   46681.746 TX    7D
   46691.917 RX    7D 7D 21
   46712.270 RX    40 0A FF 91 00
   46733.201 RX    58 FF FF 01
   46743.379 RX    00 89 64 00 00
   46763.729 RX    29 FF 00 30 80
   46773.916 RX    7C 95 00 26 00 26 00 26
